student_id,test_id,axis,fuzzy_score,fuzzy_coverage,membership_low,membership_medium,membership_high,fuzzy_confidence,evaluated_grade,fuzzy_rule_fires
stu_1776848582102_8186,test_1776848340577_ghi7b5y,arithmetic_fluency,30,1,0.4533029612756264,0.0,0.0,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,number_sense,52,1,0.0,0.9456,0.02165605095541401,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,sequential_thinking,94,1,0.0,0.0,0.8654205607476635,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,comparison_skill,80,1,0.0,0.0,0.6190476190476191,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,visual_matching,50,0,0.0,1.0,0.0,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848582102_8186,test_1776848340577_ghi7b5y,audio_recognition,30,1,0.4,0.0,0.0,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,arithmetic_fluency,30,1,0.4533029612756264,0.0,0.0,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,number_sense,30,1,0.4110429447852761,0.0,0.0,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,sequential_thinking,72,1,0.0,0.0409638554216865,0.3719626168224298,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,comparison_skill,43,1,0.09473684210526316,0.76,0.0,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,visual_matching,50,0,0.0,1.0,0.0,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848747452_2240,test_1776848340577_ghi7b5y,audio_recognition,30,1,0.4,0.0,0.0,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848878846_8648,test_1776848340577_ghi7b5y,arithmetic_fluency,78,1,0.0,0.0,0.5124653739612188,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848878846_8648,test_1776848340577_ghi7b5y,number_sense,100,1,0.0,0.0,0.0,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848878846_8648,test_1776848340577_ghi7b5y,sequential_thinking,90,1,0.0,0.0,0.7757009345794392,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848878846_8648,test_1776848340577_ghi7b5y,comparison_skill,100,1,0.0,0.0,0.0,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848878846_8648,test_1776848340577_ghi7b5y,visual_matching,50,0,0.0,1.0,0.0,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848878846_8648,test_1776848340577_ghi7b5y,audio_recognition,83,1,0.0,0.0,0.66,0.93,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848879378_2063,test_1776848340577_ghi7b5y,arithmetic_fluency,30,1,0.4533029612756264,0.0,0.0,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848879378_2063,test_1776848340577_ghi7b5y,number_sense,30,1,0.4110429447852761,0.0,0.0,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848879378_2063,test_1776848340577_ghi7b5y,sequential_thinking,94,1,0.0,0.0,0.8654205607476635,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848879378_2063,test_1776848340577_ghi7b5y,comparison_skill,100,1,0.0,0.0,0.0,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848879378_2063,test_1776848340577_ghi7b5y,visual_matching,50,0,0.0,1.0,0.0,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1776848879378_2063,test_1776848340577_ghi7b5y,audio_recognition,30,1,0.4,0.0,0.0,0.93,1.4,"{""rG1"": 0.4110429447852761, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023080044_2956,test_1777023978840_kask7x7,arithmetic_fluency,88,1,0.0,0.0,0.5656108597285068,0.87,5.61,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.5}"
stu_1777023080044_2956,test_1777023978840_kask7x7,number_sense,95,1,0.0,0.0,0.875,0.87,5.61,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.5}"
stu_1777023080044_2956,test_1777023978840_kask7x7,sequential_thinking,97,1,0.0,0.0,0.9234042553191489,0.87,5.61,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.5}"
stu_1777023080044_2956,test_1777023978840_kask7x7,comparison_skill,100,1,0.0,0.0,0.0,0.87,5.61,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.5}"
stu_1777023080044_2956,test_1777023978840_kask7x7,visual_matching,50,0,0.0,1.0,0.0,0.87,5.61,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.5}"
stu_1777023080044_2956,test_1777023978840_kask7x7,audio_recognition,50,0,0.0,1.0,0.0,0.87,5.61,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0.5}"
stu_1777023080044_2956,test_1781048227348_yh9wms9,arithmetic_fluency,100,1,0.0,0.0,0.0,0.8,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023080044_2956,test_1781048227348_yh9wms9,number_sense,100,1,0.0,0.0,0.0,0.8,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023080044_2956,test_1781048227348_yh9wms9,sequential_thinking,100,1,0.0,0.0,0.0,0.8,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023080044_2956,test_1781048227348_yh9wms9,comparison_skill,50,0,0.0,1.0,0.0,0.8,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
stu_1777023080044_2956,test_1781048227348_yh9wms9,visual_matching,50,0,0.0,1.0,0.0,0.8,1.0,"{""rG1"": 0, ""rG2"": 0, ""rG3"": 0, ""rG4"": 0, ""rG5"": 0, ""rG6"": 0}"
